InstanceId,Name,Schedule,FileBackup,ApplicationTier,Environment,Application,ContactPreference,Purpose,Validated,TechnicalOwner,CorpInfoMSP:TakeNightlySnapshot
i-f788b762 (AWORINPLMWEB03),AWORINPLMWEB03,AlwaysOn,No,Web,Integration,PLM|Teamcenter|Ignite,Email,PLM|Teamcenter|Ignite,Yes,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-a394530c (AWORINPLMWEB04),AWORINPLMWEB04,AlwaysOn,No,Web,Integration,PLM|Teamcenter|Ignite,Email,PLM|Teamcenter|Ignite,Yes,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-e685ba73 (AWORINPLMWEB05),AWORINPLMWEB05,AlwaysOn,No,Web,Integration,PLM|Teamcenter|Ignite,Email,PLM|Teamcenter|Ignite,Yes,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-0b69adf6c4ee40b8c (AWOROQARAAPP03),AWOROQARAAPP03,AlwaysOn,No,Application,OperationalQualification,PLM|Aras|DHR,Email,Aras Application Server for DHR Archiving System,Yes,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-d92075c1 (AWOROQPLMAPP01),AWOROQPLMAPP01,AlwaysOn,Yes,Application,OperationalQualification,PLM|Teamcenter|Ignite,Email,PLM|Teamcenter|Ignite,Yes,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-9004d988 (AWOROQPLMAPP02),AWOROQPLMAPP02,AlwaysOn,No,Application,OperationalQualification,PLM|Teamcenter|Ignite,Email,PLM|Teamcenter|Ignite,Yes,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-9c2f7a84 (AWOROQPLMAPP03),AWOROQPLMAPP03,AlwaysOn,No,Application,OperationalQualification,PLM|Teamcenter|Ignite,Email,PLM|Teamcenter|Ignite,Yes,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-f606dbee (AWOROQPLMAPP04),AWOROQPLMAPP04,AlwaysOn,No,Application,OperationalQualification,PLM|Teamcenter|Ignite,Email,PLM|Teamcenter|Ignite,Yes,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-d96d53c1 (AWOROQPLMFIL01),AWOROQPLMFIL01,AlwaysOn,No,Application,OperationalQualification,PLM|Teamcenter|Ignite,Email,PLM|Teamcenter|Ignite,Yes,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-db5306c3 (AWOROQPLMTRA01),AWOROQPLMTRA01,AlwaysOn,No,Application,OperationalQualification,PLM|Teamcenter|Ignite,Email,PLM|Teamcenter|Ignite,Yes,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-0737ea1f (AWOROQPLMTRA02),AWOROQPLMTRA02,AlwaysOn,No,Application,OperationalQualification,PLM|Teamcenter|Ignite,Email,PLM|Teamcenter|Ignite,Yes,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-e8590cf0 (AWOROQPLMWEB01),AWOROQPLMWEB01,AlwaysOn,Yes,Web,OperationalQualification,PLM|Teamcenter|Ignite,Email,PLM|Teamcenter|Ignite,Yes,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-bc33eea4 (AWOROQPLMWEB02),AWOROQPLMWEB02,AlwaysOn,No,Web,OperationalQualification,PLM|Teamcenter|Ignite,Email,PLM|Teamcenter|Ignite,Yes,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-a6590cbe (AWOROQPLMWEB03),AWOROQPLMWEB03,AlwaysOn,No,Web,OperationalQualification,PLM|Teamcenter|Ignite,Email,PLM|Teamcenter|Ignite,Yes,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-bb33eea3 (AWOROQPLMWEB04),AWOROQPLMWEB04,AlwaysOn,No,Web,OperationalQualification,PLM|Teamcenter|Ignite,Email,PLM|Teamcenter|Ignite,Yes,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-024785a76845f9e92 (AWORPDARAAPP03),AWORPDARAAPP03,AlwaysOn,No,Application,Production,PLM|Aras|DHR,Email,Aras Application Server for DHR Archiving System,Yes,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-386c3220 (AWORPDPLMAPP01),AWORPDPLMAPP01,AlwaysOn,Yes,Application,Production,PLM|Teamcenter|Ignite,Email,Ignite Application Services,Yes,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-41732c59 (AWORPDPLMAPP02),AWORPDPLMAPP02,AlwaysOn,No,Application,Production,PLM|Teamcenter|Ignite,Email,Ignite Application Services,Yes,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-44732c5c (AWORPDPLMAPP03),AWORPDPLMAPP03,AlwaysOn,No,Application,Production,PLM|Teamcenter|Ignite,Email,Ignite Application Services,Yes,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-45732c5d (AWORPDPLMAPP04),AWORPDPLMAPP04,AlwaysOn,No,Application,Production,PLM|Teamcenter|Ignite,Email,Ignite Application Services,Yes,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-46732c5e (AWORPDPLMAPP05),AWORPDPLMAPP05,AlwaysOn,No,Application,Production,PLM|Teamcenter|Ignite,Email,Ignite Application Services,Yes,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-47732c5f (AWORPDPLMAPP06),AWORPDPLMAPP06,AlwaysOn,No,Application,Production,PLM|Teamcenter|Ignite,Email,Ignite Application Services,Yes,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-c99b88d1 (AWORPDPLMFIL01),AWORPDPLMFIL01,AlwaysOn,Yes,Application,Production,PLM|Teamcenter|Ignite,Email,Ignite File Server,Yes,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-88530c90 (AWORPDPLMTRA01),AWORPDPLMTRA01,AlwaysOn,No,Application,Production,PLM|Teamcenter|Ignite,Email,Ignite Translation Services,Yes,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-89530c91 (AWORPDPLMTRA02),AWORPDPLMTRA02,AlwaysOn,No,Application,Production,PLM|Teamcenter|Ignite,Email,Ignite Translation Services,Yes,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-8e530c96 (AWORPDPLMTRA03),AWORPDPLMTRA03,AlwaysOn,No,Application,Production,PLM|Teamcenter|Ignite,Email,Ignite Translation Services,Yes,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-6c356a74 (AWORPDPLMWEB01),AWORPDPLMWEB01,AlwaysOn,Yes,Web,Production,PLM|Teamcenter|Ignite,Email,Ignite Web Services,Yes,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-6d356a75 (AWORPDPLMWEB02),AWORPDPLMWEB02,AlwaysOn,No,Web,Production,PLM|Teamcenter|Ignite,Email,Ignite Web Services,Yes,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-70356a68 (AWORPDPLMWEB03),AWORPDPLMWEB03,AlwaysOn,No,Web,Production,PLM|Teamcenter|Ignite,Email,Ignite Web Services,Yes,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-71356a69 (AWORPDPLMWEB04),AWORPDPLMWEB04,AlwaysOn,Yes,Web,Production,PLM|Teamcenter|Ignite,Email,Ignite Web Services,Yes,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-72356a6a (AWORPDPLMWEB05),AWORPDPLMWEB05,AlwaysOn,No,Web,Production,PLM|Teamcenter|Ignite,Email,Ignite Web Services,Yes,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-73356a6b (AWORPDPLMWEB06),AWORPDPLMWEB06,AlwaysOn,No,Web,Production,PLM|Teamcenter|Ignite,Email,Ignite Web Services,No,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-68d8cb70 (AWORPTPLMAPP01),AWORPTPLMAPP01,AlwaysOn,No,Application,Production,PLM|Teamcenter|Ignite,Email,Ignite Application Services,No,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-dfedd2c7 (AWORTCULIC01),AWORTCULIC01,AlwaysOn,No,Application,Production,PLM|Teamcenter|Ignite,Email,Teamcenter License Server,No,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-eff374f7 (AWORTCULIC02),AWORTCULIC02,AlwaysOn,No,Application,Production,PLM|Teamcenter|Ignite,Email,Teamcenter License Server,No,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-0078319493774b9bb (AWORTRPLMAPP01),AWORTRPLMAPP01,AlwaysOn,No,Application,Test,PLM|Teamcenter|Ignite,Email,PLM|Teamcenter|Ignite,No,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-c612c653 (AWORTRPLMAPP02),AWORTRPLMAPP02,AlwaysOn,No,Application,Test,PLM|Teamcenter|Ignite,Email,PLM|Teamcenter|Ignite,No,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-c7f05d53 (AWORTRPLMWEB01),AWORTRPLMWEB01,AlwaysOn,No,Web,Test,PLM|Teamcenter|Ignite,Email,PLM|Teamcenter|Ignite,No,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-521ecac7 (AWORTRPLMWEB02),AWORTRPLMWEB02,AlwaysOn,No,Web,Test,PLM|Teamcenter|Ignite,Email,PLM|Teamcenter|Ignite,No,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-88e04d1c (AWORTSPLMAPP01),AWORTSPLMAPP01,AlwaysOn,No,Application,Test,PLM|Teamcenter|Ignite,Email,PLM|Teamcenter|Ignite,No,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-57ee3ac2 (AWORTSPLMAPP02),AWORTSPLMAPP02,AlwaysOn,No,Application,Test,PLM|Teamcenter|Ignite,Email,PLM|Teamcenter|Ignite,No,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-91ccf404 (AWORTSPLMFIL01),AWORTSPLMFIL01,AlwaysOn,No,Application,Test,PLM|Teamcenter|Ignite,Email,Ignite Rich Client for Training,No,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-57fc51c3 (AWORTSPLMWEB01),AWORTSPLMWEB01,AlwaysOn,No,Web,Test,PLM|Teamcenter|Ignite,Email,PLM|Teamcenter|Ignite,No,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-cdeb3f58 (AWORTSPLMWEB02),AWORTSPLMWEB02,AlwaysOn,No,Web,Test,PLM|Teamcenter|Ignite,Email,PLM|Teamcenter|Ignite,No,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-0f21b95a5c688d045 (IrvTCUENT01-ilc),IrvTCUENT01-ilc,AlwaysOn,No,Application,Test,PLM|Teamcenter|Ignite,Email,PLM|Teamcenter|Ignite,No,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-0703c2451c3862b6c (IrvTCUFIL01-ilc),IrvTCUFIL01-ilc,AlwaysOn,No,Application,Test,PLM|Teamcenter|Ignite,Email,PLM|Teamcenter|Ignite,No,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-018db6d6d34833c15 (IrvTCUTRA01-ilc),IrvTCUTRA01-ilc,AlwaysOn,No,Application,Test,PLM|Teamcenter|Ignite,Email,PLM|Teamcenter|Ignite,No,Vivek Ratnaswamy | Rajesh Pudota,Yes
i-611c0c79 (AWOR-PDPLMDB01),AWOR-PDPLMDB01,AlwaysOn,No,Database,Production,PLM|Teamcenter|Ignite,Email,AlwaysOn Cluster Node,Yes,Vivek Ratnaswamy | Rajesh Pudota | Alek Slavuk,No
i-6f178577 (AWOR-PDPLMDB02),AWOR-PDPLMDB02,AlwaysOn,No,Database,Production,PLM|Teamcenter|Ignite,Email,AlwaysOn Cluster Node,Yes,Vivek Ratnaswamy | Rajesh Pudota | Alek Slavuk,No
i-2a94b932 (AWORDVARAAPP01),AWORDVARAAPP01,AlwaysOn,No,Application,Development,PLM|Aras|ePAC,Email,PLM|Aras|ePAC,No,Vivek Ratnaswamy | Shinod Kumar,Yes
i-015050057c7898b2d (AWORDVARADB01),AWORDVARADB01,AlwaysOn,No,Database,Development,PLM|Aras|ePAC,Email,PLM|Aras|ePAC,No,Vivek Ratnaswamy | Shinod Kumar,Yes
i-0adae9cd649eba580 (AWORPDARAAPP01),AWORPDARAAPP01,AlwaysOn,No,Application,Production,PLM|Aras|ePAC,Email,ePAC Application Server,Yes,Vivek Ratnaswamy | Shinod Kumar,Yes
i-0b8eb1add5396f582 (AWORPDARAAPP02),AWORPDARAAPP02,AlwaysOn,No,Application,Production,PLM|Aras|ePAC,Email,ePAC Application Server,Yes,Vivek Ratnaswamy | Shinod Kumar,Yes
i-012fe1f8badba5b39 (AWORPDARAFIL01),AWORPDARAFIL01,AlwaysOn,No,Application,Production,PLM|Aras|ePAC|DHR|APEX,Email,ePAC File Server,Yes,Vivek Ratnaswamy | Shinod Kumar,Yes
i-078e3e03aa3251943 (AWOR-PDPDMAPP01),AWOR-PDPDMAPP01,AlwaysOn,No,Application,Production,PLM|Legacy PDM,Email,File Server for PDM Archive Files,Yes,Vivek Ratnaswamy | Shinod Kumar,Yes
i-02e17b96 (AWORTSARAAPP01),AWORTSARAAPP01,AlwaysOn,No,Application,Test,PLM|Aras|ePAC,Email,PLM|Aras|ePAC,No,Vivek Ratnaswamy | Shinod Kumar,Yes
i-51ec76c5 (AWORTSARADB01),AWORTSARADB01,AlwaysOn,No,Database,Test,PLM|Aras|ePAC,Email,PLM|Aras|ePAC,No,Vivek Ratnaswamy | Shinod Kumar,Yes
i-064f5ff3a2c517068 (AWOR-PDARADB01),AWOR-PDARADB01,AlwaysOn,No,Database,Production,PLM|Aras|ePAC|DHR,Email,Aras Database Server,Yes,Vivek Ratnaswamy | Shinod Kumar | Alek Slavuk,Yes
i-06f6dfa50f3f9306b (AWOR-PDARADB02),AWOR-PDARADB02,AlwaysOn,No,Database,Production,PLM|Aras|ePAC|DHR,Email,Aras Database Server,Yes,Vivek Ratnaswamy | Shinod Kumar | Alek Slavuk,Yes
i-373f362f (IRVORACLN11),IRVORACLN11,AlwaysOn,No,Application,Development,Oracle Clinical,Email,Oracle Clinical RDC Server,Yes,Omid Khosravi,No
i-933c358b (IRVORACLN12),IRVORACLN12,AlwaysOn,No,Application,Development,Oracle Clinical,Email,Oracle Clinical OC Server,Yes,Omid Khosravi,No
i-723f366a (IRVORACLN13),IRVORACLN13,AlwaysOn,No,Database,Development,Oracle Clinical,Email,Oracle Clinical Database Server,Yes,Omid Khosravi,No
i-85f7119e (IRVORACLN14),IRVORACLN14,AlwaysOn,No,Application,Production,Oracle Clinical,Email,Oracle Clinical RDC Server,Yes,Omid Khosravi,Yes
i-a1f5077a (AWOR-DVSHGAPP01),AWOR-DVSHGAPP01,AlwaysOn,No,Application,Development,Sharegate,Email,Development machine,No,Zan Zaidi,No
i-a2f50779 (AWOR-DVSHGAPP02),AWOR-DVSHGAPP02,AlwaysOn,No,Application,Development,Sharegate,Email,Development machine,No,Zan Zaidi,No
i-e0cba974 (AWOR-PDSPOAPP01),AWOR-PDSPOAPP01,AlwaysOn,No,Application,Production,Sharegate,Email,ShareGate migration server,No,Zan Zaidi,Yes
i-7cccaee8 (AWOR-PDSPOAPP02),AWOR-PDSPOAPP02,AlwaysOn,No,Application,Production,Sharegate,Email,ShareGate migration server,No,Zan Zaidi,Yes
i-2ba36874 (IRVDIGWEB13),IRVDIGWEB13,AlwaysOn,Yes,Web,Production,OneEdwards,Email,"Intranet ""OneEdwards"" web server",No,Zan Zaidi,Yes
i-061a5a31fbdd36366 (IrvITRSPT04),IrvITRSPT04,AlwaysOn,Yes,Application,Production,SharePoint 2010: Global RFAA and custom SharePoint sites,Email,Global RFAA (SharePoint 2010) Prod server,No,Zan Zaidi,Yes
i-05a1867f2e9b0b92c (IRVITRSPT05),IRVITRSPT05,AlwaysOn,No,Application,Development,Sharepoint - RFA,Email,Global RFAA (SharePoint 2010) Dev server,No,Zan Zaidi,Yes
i-0fc5a22b7510fe9fb (IRVITRSPT06),IRVITRSPT06,AlwaysOn,No,Application,Production,Sharepoint,Email,Box / ShareGate migration prod server,No,Zan Zaidi,Yes
i-0b65a6ee384204b48 (AWOR-DVQLKAPP02),AWOR-DVQLKAPP02,AlwaysOn,No,Application,Development,Qlikview,Email,DEV - Qlikview Development/DWH Development,NO,"qlikview_support@edwards.com
",Yes
